name,address,lat,lng,business_status,rating,user_ratings_total,types,price_level,ID_Kelurahan 
Warung Cepot,Jalan Dr. Djundjunan No.155D,-6.8925834,107.5832217,OPERATIONAL,4.4,1217,"restaurant, food, point_of_interest, establishment",2,IDN.9.14.16.3_1
Raja Sunda,"Jalan Dr. Djundjunan No.63, Pajajaran",-6.8970337,107.5912323,OPERATIONAL,4.4,6201,"restaurant, food, point_of_interest, establishment",2,IDN.9.14.16.3_1
Ella seblak,"Jalan Doktor Djundjunan Dalam II No.28, Pajajaran",-6.8986559,107.5872976,OPERATIONAL,3,1,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.16.3_1
Mpek mpek khas Palembang mamah ari,"Jl.citepus 3 rt02 RW 10, kec:Cicendo",-6.8990816,107.5881542,OPERATIONAL,5,1,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.16.3_1
SEBLAK HERAZA,"4H2P+4GQ, Jalan Suparmin, Pajajaran",-6.8996736,107.5863711,OPERATIONAL,Unknown,Unknown,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.16.3_1
Qameera Foodies,Jalan Citepus III No.41-17,-6.8990524,107.5883678,OPERATIONAL,Unknown,Unknown,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.16.3_1
Warung Satro Mantap Sedia: Nasi Soto Ayam Khas Madura,"3MMX+CJ, Pakemitan",-6.9164225,107.6990699,OPERATIONAL,4.7,28,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.18.3_1
Bakso solo indah,"3MHV+GJV, Kp pakemitan, RT.01/RW.04, cicurug",-6.9211461,107.6940475,OPERATIONAL,Unknown,Unknown,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.18.3_1
Q Themang,"3MJV+37J, Unnamed Road, Pakemitan",-6.9197999,107.6931453,OPERATIONAL,5,3,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.18.3_1
Pisang Keju D'Rizki,"3MGV+HCG, Pakemitan",-6.9235555,107.6935874,OPERATIONAL,5,2,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.18.3_1
Rumah Rifa and Rafi,"3MJW+JH7, Pakemitan",-6.9184562,107.6964238,OPERATIONAL,5,1,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.18.3_1
Baso Cuanki redbull,Jalan Cinambo No.55,-6.9244107,107.6925328,OPERATIONAL,Unknown,Unknown,"meal_takeaway, restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.18.3_1
Cuanki BLEK,"Jalan Cinambo No.55, Pakemitan",-6.9244107,107.6925328,OPERATIONAL,5,5,"meal_takeaway, restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.18.3_1
PEMPEK MANGCEK99,"Jalan Btr III No.9, Pakemitan",-6.9176277,107.6955659,OPERATIONAL,Unknown,Unknown,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.18.3_1
Resto Khas Sunda Cinambo,"Jalan Rumah Sakit No.82-88, Pakemitan",-6.9211481,107.697439,OPERATIONAL,3.7,3,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.18.3_1
Bakso Garut Mang Ako,"Jalan Cinambo, Pakemitan",-6.9245395,107.691663,OPERATIONAL,4.7,98,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.18.3_1
Saung full house,"samping kantor kecamatan, Jalan Cinambo, Cisaranten Kulon",-6.9246631,107.6917885,OPERATIONAL,1,14,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.18.3_1
Tze Roots Chicken,"Jalan Btr XII No.1, Pakemitan",-6.9168623,107.6951865,OPERATIONAL,3.7,3,"meal_takeaway, restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.18.3_1
Batagor BARKAH,"Jalan Cinambo, Pakemitan",-6.9245782,107.6912996,OPERATIONAL,4.4,13,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.18.3_1
ROTI.GO,"Jalan Cilengkrang II No.4, Palasari",-6.9138392,107.7228756,OPERATIONAL,2.5,2,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.15.3_1
Ayam Ibu Deva,"3PPC+5RJ, Cipadung",-6.9146079,107.7219102,OPERATIONAL,5,1,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.15.3_1
WB. Warung Burger,"Jalan Cilengkrang II Gang Amal Bhakti No.27, Palasari",-6.9135318,107.721637,OPERATIONAL,4.5,8,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.15.3_1
Warung Ema Ros,"RT3 RW5, Jalan Cilengkrang II Kp gandol Gg Paraji",-6.9150631,107.7220351,OPERATIONAL,Unknown,Unknown,"meal_takeaway, restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.15.3_1
Mie Bakso Sunda Restaurant,"3PPC+7HG, Jalan Cilengkrang II, Palasari",-6.9143137,107.7214576,OPERATIONAL,Unknown,Unknown,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.15.3_1
warung jajanan...playstation..,"kp gandol rt4 rw5 cilengkrang2, Palasari",-6.9149894,107.7216349,OPERATIONAL,Unknown,Unknown,"meal_takeaway, restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.15.3_1
Nari mentai rice x kokotakan rice,"Komplek Vijayakusuma Blok C8 No.5, RT.001/RW.010, Palasari",-6.915937,107.7225264,OPERATIONAL,4.8,9,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.15.3_1
Seblak Dapur Ummi Kaka,"Jalan Galumpit No.10, RT.01/RW.05, Cisurupan",-6.9142777,107.7209071,OPERATIONAL,5,4,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.15.3_1
hazza yogurt & milk,"Kp gandol RT 01 RW 13 kel, Palasari",-6.9128259,107.7245528,OPERATIONAL,5,3,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.15.3_1
Fian home,"Kp gandol rt01 rw 05 kel, Palasari",-6.9144704,107.7208597,OPERATIONAL,5,1,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.15.3_1
Baso pengkolan gandol Roso Solo,"3PPC+39C, Jalan Cilengkrang II, Palasari",-6.9148154,107.7208992,OPERATIONAL,5,1,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.15.3_1
Korean street food & tomyam,"Jalan Cilengkrang II No.122, Palasari",-6.9146227,107.720767,OPERATIONAL,Unknown,Unknown,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.15.3_1
Bakso Tulang Rusuk Klinik Lapar,"Jalan Cilengkrang II No.112, Palasari",-6.9151385,107.720802,OPERATIONAL,Unknown,Unknown,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.15.3_1
RM Legoh,"Jalan Lengkong Kecil No.24 A, Paledang",-6.923326,107.6131613,OPERATIONAL,4.4,1593,"restaurant, point_of_interest, food, establishment",2,IDN.9.14.22.6_1
Ikan Bakar Sambal Pesisir Restaurant,"Jalan Lengkong Kecil No.44B, Paledang",-6.9235213,107.6146109,OPERATIONAL,4.5,644,"restaurant, point_of_interest, food, establishment",2,IDN.9.14.22.6_1
Mie Baso Boing,"Jalan Jati No.8, Paledang",-6.9260359,107.6130287,OPERATIONAL,4.7,151,"restaurant, point_of_interest, food, establishment",Unknown,IDN.9.14.22.6_1
Mie Merapi,"Jalan Lengkong Kecil No.82B, Paledang",-6.9237955,107.6167349,OPERATIONAL,4.3,1856,"restaurant, point_of_interest, food, establishment",1,IDN.9.14.22.6_1
Dapur Thailand,"Jalan Lengkong Kecil No.73E, Paledang",-6.9235628,107.6166901,OPERATIONAL,4.4,578,"restaurant, point_of_interest, food, establishment",2,IDN.9.14.22.6_1
Atmosphere Resort Caf̩,"Jalan Lengkong Besar No.97, Paledang",-6.9267101,107.6133915,OPERATIONAL,4.5,7819,"restaurant, point_of_interest, food, establishment",3,IDN.9.14.22.6_1
Mamchick Fried Chicken,"Yomart, Jalan Karapitan, Paledang",-6.926746,107.6167734,OPERATIONAL,Unknown,Unknown,"meal_takeaway, restaurant, point_of_interest, food, establishment",Unknown,IDN.9.14.22.6_1
D'Sosis Sosis Bakar,"Jalan Cikawao No.37, Paledang",-6.9278602,107.6148391,OPERATIONAL,Unknown,Unknown,"restaurant, point_of_interest, food, establishment",Unknown,IDN.9.14.22.6_1
KEDAI HEMAT,"Jalan Lengkong Kecil No.1A, Paledang",-6.9229241,107.6122219,OPERATIONAL,4.5,402,"cafe, restaurant, point_of_interest, food, establishment",1,IDN.9.14.22.6_1
Ayam Goreng Fatmawati,"Jalan Pasir Kaliki No.121-123, Pamoyanan",-6.9057467,107.5969304,OPERATIONAL,5,1,"meal_takeaway, restaurant, point_of_interest, food, establishment",2,IDN.9.14.16.4_1
Pepes Ny.Vonny,"Jalan Sadewa No.38, Pamoyanan",-6.9050489,107.5918479,OPERATIONAL,4.6,315,"restaurant, point_of_interest, food, establishment",2,IDN.9.14.16.4_1
Triple Seven Bed & Breakfast,"Jalan Pesantren Wetan No.20, Pamoyanan",-6.9047423,107.5924234,OPERATIONAL,4.4,860,"lodging, restaurant, point_of_interest, food, establishment",Unknown,IDN.9.14.16.4_1
Seblak depan Kampus 2 Stikep PPNI,"3HXV+XQ8, Pamoyanan",-6.9000778,107.594452,OPERATIONAL,4.5,24,"restaurant, point_of_interest, food, establishment",1,IDN.9.14.16.4_1
Herb And Spice,"Jalan Pasir Kaliki No.163, Pamoyanan",-6.9029069,107.5972739,OPERATIONAL,4.5,498,"cafe, restaurant, point_of_interest, food, establishment",2,IDN.9.14.16.4_1
Bubur Ayam Om Djym,"Jalan Sangkuning, Pamoyanan",-6.9052485,107.596565,OPERATIONAL,4.9,40,"restaurant, point_of_interest, food, establishment",1,IDN.9.14.16.4_1
Gokana,"Jalan Pasir Kaliki No.121-123, Pamoyanan",-6.9056285,107.5964698,CLOSED_TEMPORARILY,4.3,270,"restaurant, point_of_interest, food, establishment",2,IDN.9.14.16.4_1
Bebek Kaleyo Bandung,"Komplek Bali Heaven, Jalan Pasir Kaliki No.185-189, Pamoyanan",-6.9008428,107.5970644,OPERATIONAL,4.6,11601,"restaurant, point_of_interest, food, establishment",2,IDN.9.14.16.4_1
Kabobs Premium Kebab - Istana Plaza Lt. LG,"Jalan Pasir Kaliki No.121-123, Pamoyanan",-6.9057605,107.5966436,OPERATIONAL,4.3,319,"restaurant, point_of_interest, food, establishment",2,IDN.9.14.16.4_1
Tong Tji,"Jalan Pasir Kaliki No.121-123, Pamoyanan",-6.9058293,107.5966628,CLOSED_TEMPORARILY,3.7,6,"restaurant, point_of_interest, food, establishment",2,IDN.9.14.16.4_1
Raja Baso Tahu Saboga,"Istana Plaza Food Court, Jalan Pasir Kaliki Blok FC1 No.121-123 Lt. TF, Pamoyanan",-6.9057027,107.5968826,CLOSED_TEMPORARILY,4.2,28,"restaurant, point_of_interest, food, establishment",Unknown,IDN.9.14.16.4_1
Oz+ Bandung,"Jalan Pasir Kaliki, Pamoyanan",-6.905478,107.597182,OPERATIONAL,Unknown,Unknown,"bar, restaurant, point_of_interest, food, establishment",Unknown,IDN.9.14.16.4_1
Domino's Pizza,"Jalan Pasir Kaliki No.121 123, Pasir Kaliki",-6.9053047,107.5974087,OPERATIONAL,4.4,1277,"meal_delivery, meal_takeaway, restaurant, point_of_interest, food, establishment",2,IDN.9.14.16.4_1
Eastern,"Istana Plaza Lantai GF Blok B5-B6, Jalan Pasir Kaliki No.121-123, Pamoyanan",-6.905773,107.5971898,OPERATIONAL,4.6,2625,"restaurant, point_of_interest, food, establishment",2,IDN.9.14.16.4_1
warung nasi pak kodir,"Jalan Raya Kopo No.56, Panjunan",-6.9299899,107.5970931,OPERATIONAL,4.5,10,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.4.5_1
MARTABAK BANGKA MANIS,"Jalan Panjunan No.4a, Panjunan",-6.930028,107.5978623,OPERATIONAL,5,2,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.4.5_1
Sate Padang Bungsu,"Jalan Panjunan No.4a, Panjunan",-6.9301149,107.5978703,OPERATIONAL,Unknown,Unknown,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.4.5_1
Nasi Goreng BARA,"Jalan Panjunan No.18, Nyengseret",-6.9300808,107.5984332,OPERATIONAL,5,1,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.4.5_1
Resep Umi Ayam Bakar Madu,"Gang Hidayah No.2 no 161, Panjunan",-6.9292127,107.5987423,OPERATIONAL,3,4,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.4.5_1
Cilok Seuhah Doyok,"Gang Syukur No.32, Panjunan",-6.928862,107.5981981,OPERATIONAL,5,9,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.4.5_1
Rizki Seafood,"Jalan Raya Kopo No.61 E, Panjunan",-6.9303172,107.5973416,OPERATIONAL,4.6,65,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.4.5_1
Bubur Kacang Ijo Ketan hitam keju dan roti/ ( bubur kacang Kopo ),"Jalan Raya Kopo No.61D, Panjunan",-6.9303076,107.5973303,OPERATIONAL,Unknown,Unknown,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.4.5_1
Sate Maranggi Nur Sari,"Jalan Raya Kopo No.56, Panjunan",-6.9299899,107.5970931,OPERATIONAL,5,3,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.4.5_1
CV.Kreasi Pangan Indonesia,"Jalan Pasanggrahan Indah No.9 kav 5, Pasanggrahan",-6.9110991,107.7146276,OPERATIONAL,4.2,10,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.30.2_1
ANGKRINGAN AMIH,Jalan Sekemala,-6.9099621,107.7141537,CLOSED_TEMPORARILY,4,2,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.30.2_1
Bakmie Ayam PPKM,"Jalan Pasanggrahan Indah No.18/1, Pasanggrahan",-6.9106501,107.7148836,OPERATIONAL,Unknown,Unknown,"restaurant, store, food, point_of_interest, establishment",Unknown,IDN.9.14.30.2_1
Seblak Prasmanan Teh Ica,"3PQ7+XWC, Pasanggrahan",-6.9100504,107.714773,OPERATIONAL,Unknown,Unknown,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.30.2_1
Mie Pedaskuy!,Jalan Pasanggrahan Indah No.1 Blok 7,-6.9114788,107.7149794,OPERATIONAL,Unknown,Unknown,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.30.2_1
Mie ayam Bangka allun,"Griya Pratama asri, Jalan Sekemala blok A8, Pasanggrahan",-6.9097266,107.7149016,OPERATIONAL,5,4,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.30.2_1
KEBAB LOVER 69Komplek griya Pratama Asri jln SEKEMALA ujungberung,"3PR7+7V4, Pasanggrahan",-6.9093667,107.7147001,OPERATIONAL,Unknown,Unknown,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.30.2_1
Ruko Subarashii,"3PR7+83G, Jalan Sekemala, Pasanggrahan",-6.9091942,107.7126972,OPERATIONAL,5,1,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.30.2_1
AYAM JEALOUS,"3PR6+4V, Pasanggrahan",-6.9097002,107.7121972,OPERATIONAL,Unknown,Unknown,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.30.2_1
Pempek aladdin,"Griya Pratama Asri Ujung Berung, Jalan Sekemala blok D5, Pasanggrahan",-6.9092888,107.7151021,OPERATIONAL,4.3,7,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.30.2_1
Dapoer Buya,"Paledang No.6, RT.003/RW.015, Pasanggrahan",-6.9108282,107.7118031,OPERATIONAL,Unknown,Unknown,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.30.2_1
Masakan Ibu Siti,"3PQ6+JQV, Pasanggrahan",-6.9107587,107.7117443,OPERATIONAL,Unknown,Unknown,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.30.2_1
Nasi Goreng Mastor,"GOR Pasanggrahan Indah, Jalan Pasanggrahan Indah, Pasanggrahan",-6.9126048,107.7148825,OPERATIONAL,Unknown,Unknown,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.30.2_1
Warung nasi liwet,Jalan Maruyung,-6.9118484,107.7119825,OPERATIONAL,Unknown,Unknown,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.30.2_1
Seblak Langgar Prasmanan,"Jalan Ciporeat No.144, Pasanggrahan",-6.9130329,107.7133888,OPERATIONAL,Unknown,Unknown,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.30.2_1
KEDAI BAKSO RASA SUKA,"Jalan Pasanggrahan I No.43, Pasanggrahan",-6.9127585,107.7150515,OPERATIONAL,Unknown,Unknown,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.30.2_1
Cakue dan Cireng Mang Ujang,"3PR7+HVC, Jalan Sekemala, Pasanggrahan",-6.9085561,107.7146439,OPERATIONAL,5,1,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.30.2_1
SEBLAK PARASMANAN Sukabumi,"JL Nagrog 3, No. 18, Pasir Jati, Pasanggrahan",-6.9096057,107.7116856,OPERATIONAL,2,1,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.30.2_1
"Banaking Pisang Nugget & Thai Tea, Cibiru","Jalan Masjid Baru No.30, Pasir Biru",-6.9272823,107.7212152,CLOSED_TEMPORARILY,4.4,157,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.15.4_1
seblak teh iis cibiru (prasmanan),"Jalan Cikuda desa No.rt 03/11, Pasir Biru",-6.9212207,107.7262573,OPERATIONAL,4.6,19,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.15.4_1
Seblokin aja,"Jalan Cibiru Tonggoh, Pasir Biru",-6.92022,107.7267679,OPERATIONAL,4.4,5,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.15.4_1
Warung Nasi Barokah,"3PHG+XM5, Jalan Cibiru Tonggoh, Pasir Biru",-6.9201234,107.726729,OPERATIONAL,4.5,2,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.15.4_1
Diary's Kitchen,"Jalan Cibiru Tonggoh No.21, Pasir Biru",-6.9216313,107.7261946,OPERATIONAL,Unknown,Unknown,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.15.4_1
"Sarapan Pagi Lontong, Kupat, Nasi Kuning & Uduk","3PJG+4P8, Pasir Biru",-6.9196815,107.7268178,OPERATIONAL,4.8,5,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.15.4_1
BATAGOR REYINA,"Kp.jadaria rt1 rw5 gapura, Jalan Cikuda, Pasir Biru",-6.919668,107.7269419,OPERATIONAL,4,1,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.15.4_1
Telor Ayam Congkel HitZ and DGB PLAYSTATION,"Jalan Cikuda No.142, Pasir Biru",-6.9196068,107.7249158,OPERATIONAL,4.8,5,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.15.4_1
Rakus - Raosna Ayam Kukus,"Perumahan SHAFIRA Pasirbiru Residence PB 31, RT.03/RW.08, Pasir Biru",-6.9223261,107.7259867,OPERATIONAL,Unknown,Unknown,"meal_takeaway, restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.15.4_1
seblak prasmanan pertigaan,"3PJG+92C, Jalan Cikuda, Pasir Biru",-6.9190572,107.7250049,OPERATIONAL,4.7,3,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.15.4_1
The gold chicken,Jl.sukaluyu rt03/rw12,-6.9190678,107.7248818,OPERATIONAL,5,2,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.15.4_1
Ayam Geprek The Crunch,"Jalan Cikuda RT.05/RW.11, Pasir Biru",-6.9190562,107.7248574,OPERATIONAL,5,12,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.15.4_1
Baso Pentol kuah teh Lia,"3PJF+3JH, Jalan Cikuda, Pasir Biru",-6.9198145,107.7241119,OPERATIONAL,5,2,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.15.4_1
Mie Ayam Baso Mas Udin,"3PHF+XH9, Jalan Sukaluyu RT.002/RW.011, Pasir Biru",-6.9200866,107.7239975,OPERATIONAL,4.7,3,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.15.4_1
Pujasera Cikuda,"Jalan Cikuda No.71- 83, Pasir Biru",-6.9194088,107.7242929,OPERATIONAL,4.2,34,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.15.4_1
D'Besto - Cijambe,"Jalan Cijambe No.40, RT.2/RW.6, Pasir Endah",-6.9064487,107.6912096,OPERATIONAL,4.3,257,"restaurant, food, point_of_interest, establishment",1,IDN.9.14.30.3_1
Bakmi Nyemek,"Jalan AH. Nasution No.15 E, Pasir Endah",-6.9118594,107.6910721,OPERATIONAL,4.3,7,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.30.3_1
Gorengan Mayang Arum,"3MWR+974, Jalan Simpay Asih, Pasir Endah",-6.9041194,107.6907074,OPERATIONAL,5,1,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.30.3_1
NgeMiel,"Jalan Kosar Jalan Cijambe No.170, Pasir Endah",-6.9047234,107.6907137,OPERATIONAL,4.9,18,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.30.3_1
Ayam Bakar Madu Juragan Abama,"Jalan Simpay Asih No.2, Pasir Endah",-6.9046337,107.6908073,OPERATIONAL,4.9,7,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.30.3_1
Es Campur Prima Rasa,"Jalan Mayang Hegar No.24, Pasir Endah",-6.9036983,107.6900924,OPERATIONAL,Unknown,Unknown,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.30.3_1
Warung Nasi Sederhana Ibu Engkoy,"Jalan Simpay Asih No.9, Pasir Endah",-6.9049602,107.6906864,OPERATIONAL,4.6,20,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.30.3_1
M.J Cafe,"Jl. Kosar No.8' RT/RW ;05/05, Jalan Pasirjati Endah, Pasir Endah",-6.9037971,107.6909286,OPERATIONAL,4.3,161,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.30.3_1
Ayam Bakar Madu Seduluran,"Jalan Kosar Jalan Simpay Asih RT.05/RW.04, Pasir Endah",-6.9035133,107.6907946,OPERATIONAL,4.5,2,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.30.3_1
King's Juice,"jln.cijambe no 26 ujung berung bandung 40619, Pasir Endah",-6.9053725,107.6908471,OPERATIONAL,4.3,3,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.30.3_1
Ayam Serundeng & Dhafa Thai Tea,"3MVR+R8W, Jalan Kosar Jalan Simpay Asih, Pasir Endah",-6.9053912,107.6908385,OPERATIONAL,5,2,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.30.3_1
Dapoer Oebar Salatri,"Komp.Simpay Asih , Jl. Mayang Cinde No.30, Desa No.05, RT.004, Pasir Endah",-6.9035951,107.6891572,OPERATIONAL,4.3,11,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.30.3_1
Mie Baso Sapi Menanti,"Jalan Kosar No.147A, Pasir Endah",-6.9032866,107.691005,OPERATIONAL,4.6,152,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.30.3_1
SEAFOOD BOMBOM CABANG 3,"3MVR+P8M, Jalan Kosar, Pasir Endah",-6.905665,107.6907976,OPERATIONAL,4.8,4,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.30.3_1
Ayam Goreng Kremes Mangprang Cijambe,Jalan Kosar,-6.9056402,107.6909283,OPERATIONAL,Unknown,Unknown,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.30.3_1
Bubur Kacang Hijau Khas Madura,"Jalan Kosar No.8, Pasir Endah",-6.9056628,107.6909166,OPERATIONAL,4.5,2,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.30.3_1
Nasi Goreng Mas Ragil,"3MVR+P9M, Jalan Kosar, Pasir Endah",-6.9056655,107.6909154,OPERATIONAL,5,4,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.30.3_1
Dapur Uni - nasi goreng padang - lontong padang,"Jalan Bumi Pasundan No.151, Pasir Impun",-6.8978741,107.6792146,CLOSED_TEMPORARILY,5,2,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.23.3_1
NGALEBOX,Jalan Bumi Pasundan No.184,-6.8975646,107.6801293,OPERATIONAL,Unknown,Unknown,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.23.3_1
R&K,"kondang asih, Jalan Winata RT.06/RW.04",-6.896301,107.6790862,OPERATIONAL,4,1,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.23.3_1
"Kedai Ny,Lies Aneka Sarapan Pagi","4M2H+PW6, Pasir Impun",-6.8982327,107.6797538,OPERATIONAL,4.3,4,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.23.3_1
Seblak Wa Centil,"Jalan Bumi Pasundan, Ujung Jembatan, Sindanglaya",-6.8962917,107.6800626,OPERATIONAL,Unknown,Unknown,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.23.3_1
Mie Tek Tek AA (anglo),"Jalan Bumi Pasundan, Pasir Impun",-6.898502,107.6788859,OPERATIONAL,5,6,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.23.3_1
Rons_Ra36,"kontrakan Sela Selly, Jalan Winata No.38A, RT./Rw/RW.06/04",-6.8957221,107.679058,OPERATIONAL,Unknown,Unknown,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.23.3_1
Seblak Basreng,"Jalan Bumi Pasundan No.60, Pasir Impun",-6.8989134,107.6789684,CLOSED_TEMPORARILY,2,2,"restaurant, food, point_of_interest, establishment",1,IDN.9.14.23.3_1
Kedai Segantang Lada,"Komp, Jalan Bumi Pasundan No.62",-6.899077,107.6794666,OPERATIONAL,Unknown,Unknown,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.23.3_1
Donuts Ciuzz,"Jalan Winata No.88, RT.05/RW.04, Pasir Impun",-6.895432,107.6794483,OPERATIONAL,4.7,3,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.23.3_1
Kedai Ichiyo,"Jalan Arcamanik No.123 A, RT.01/RW.06, Kp.Pasempar",-6.8981972,107.6812497,OPERATIONAL,Unknown,Unknown,"store, restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.23.3_1
Bakso harmoni,"4M3J+HF4, Jalan Harmoni Sindanglaya, Pasir Impun",-6.896112,107.6812045,OPERATIONAL,Unknown,Unknown,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.23.3_1
Bengkel Perut Q - TA,"Jl. Sindanglaya Gg. Cempaka putih Rt 04 Rw 07 no 114 ( Rumah Cahyadi ) Kel, Pasir Impun",-6.8987203,107.6810288,OPERATIONAL,5,7,"restaurant, food, point_of_interest, establishment",Unknown,IDN.9.14.23.3_1
Eating Sugar Cafe,"Jalan Babakan Batawi No.18, Melatiwangi",-6.8972575,107.7045843,OPERATIONAL,4,14,"restaurant, point_of_interest, food, establishment",1,IDN.9.14.30.4_1
Seblak Nyingkur Mamah Bila,"Jalan Palintang No.27, RT.07/RW.06, Pasirwangi",-6.8998429,107.7067985,OPERATIONAL,4.8,22,"restaurant, point_of_interest, food, establishment",Unknown,IDN.9.14.30.4_1
