name,address,lat,lng,business_status,rating,user_ratings_total,types,price_level,Kelurahan
Baso Ceu Atik,"Jalan Raya Derwati No. 06. Rw.003/No.Rt. 003, Derwati",-6.963970799999999,107.681873,OPERATIONAL,4,6,"restaurant, point_of_interest, food, establishment",Unknown,Derwati
Jajanan Viral,"2MQH+JHH, Derwati",-6.9609432,107.6789946,OPERATIONAL,5,1,"meal_takeaway, restaurant, point_of_interest, food, establishment",Unknown,Derwati
Dimsum.08,"Jalan Raya Derwati No.04/04, Derwati",-6.963667000000001,107.683198,OPERATIONAL,Unknown,Unknown,"restaurant, point_of_interest, food, establishment",Unknown,Derwati
Rumah Pak Oan,"2MPM+G7P, Jl derwati gg pakgoh, RT.005/RW.004",-6.963667000000001,107.683198,OPERATIONAL,Unknown,Unknown,"restaurant, point_of_interest, food, establishment",Unknown,Derwati
"Pondok Baso Dua Putri ,Swadaya","2MPJ+G3X, Derwati",-6.963643299999999,107.6802266,OPERATIONAL,3,2,"restaurant, point_of_interest, food, establishment",Unknown,Derwati
Pempek Turbo,"Perumahan Bandung Inten Indah Blok. C1 No. 7 Kel, Jalan Inten Mulia No.mor. 7 Blok. C1, Derwati",-6.9626622,107.6845417,OPERATIONAL,4.2,5,"restaurant, point_of_interest, food, establishment",Unknown,Derwati
"Kabobs - Premium Kebab, Griya Derwati","Jalan Raya Derwati No.45, Bodogol, Derwati",-6.9643107,107.6810483,OPERATIONAL,4.6,63,"restaurant, point_of_interest, food, establishment",Unknown,Derwati
Ramen Bajuri Derwati,"Jalan Raya Derwati No.46, Derwati",-6.9643967,107.6815061,OPERATIONAL,4.3,1161,"restaurant, point_of_interest, food, establishment",2,Derwati
"Warung Seblak ""Cimin Bunda""","2MPJ+782, Jalan Raya Derwati, Derwati",-6.964363,107.6807655,OPERATIONAL,Unknown,Unknown,"restaurant, point_of_interest, food, establishment",Unknown,Derwati
Warung Haji Gendut,"Jalan Dunguscariang Gang Bapak Ukid 51c/77, RT.01/RW.05, Dungus Cariang",-6.9164973,107.5800017,OPERATIONAL,4.3,25,"restaurant, food, point_of_interest, establishment",Unknown,Dungus Cariang
Gerobak Ma'icis,"Jl. Dunguscariang Gang. Bapak Ukid 51c/77, Jalan Dunguscariang Gang Bapak Ukid No.51 c/77, Dungus Cariang",-6.916501099999999,107.5798883,OPERATIONAL,3.6,10,"restaurant, food, point_of_interest, establishment",Unknown,Dungus Cariang
SPLASH KITCHEN,"Jalan Garuda No.39, Garuda",-6.9147984,107.5775647,OPERATIONAL,4.3,53,"restaurant, cafe, food, point_of_interest, establishment",2,Dungus Cariang
Domino's Pizza,"Jalan Jend. Sudirman No.588, RT.006/RW.004, Dungus Cariang",-6.917935300000001,107.5812759,OPERATIONAL,4.3,1768,"meal_delivery, meal_takeaway, restaurant, food, point_of_interest, establishment",2,Dungus Cariang
TERAS UMMI,"Gang Sastra No.211/78, RT.05/RW.07, Ciroyom",-6.914480999999999,107.5807223,OPERATIONAL,5,1,"restaurant, food, point_of_interest, establishment",Unknown,Dungus Cariang
Ren Dim Sum,"3HPJ+5CF, Jalan Rajawali Timur, Dungus Cariang",-6.91457,107.5810513,OPERATIONAL,5,1,"restaurant, food, point_of_interest, establishment",Unknown,Dungus Cariang
Warung Selera,"3HPJ+6G3, Jalan Rajawali Timur, Dungus Cariang",-6.9145084,107.5812642,OPERATIONAL,Unknown,Unknown,"restaurant, food, point_of_interest, establishment",Unknown,Dungus Cariang
Kedai Ha-Nay,"3HPJ+GFP, Gang RA Barnas I, Dungus Cariang",-6.913662899999999,107.5812077,OPERATIONAL,Unknown,Unknown,"restaurant, food, point_of_interest, establishment",Unknown,Dungus Cariang
Warung Nasi Emak MIMIN,"Jalan Halteu Utara No.Selatan, Dungus Cariang",-6.914433,107.5801914,OPERATIONAL,4,1,"restaurant, food, point_of_interest, establishment",Unknown,Dungus Cariang
BaseCamp ORB,"Jalan Rajawali Timur No.221, Dungus Cariang",-6.9143623,107.5801105,OPERATIONAL,5,40,"restaurant, food, point_of_interest, establishment",Unknown,Dungus Cariang
Seblak mamah neng // gang barnas 2,"Jalan Rajawali Timur No.213, Dungus Cariang",-6.914965599999999,107.5806302,OPERATIONAL,4.9,7,"restaurant, food, point_of_interest, establishment",Unknown,Dungus Cariang
Ayam Goreng Cilacap Si Manis,"Jalan Rajawali Timur No.225, Dungus Cariang",-6.9143044,107.5798576,OPERATIONAL,5,1,"meal_takeaway, restaurant, food, point_of_interest, establishment",Unknown,Dungus Cariang
Dimsum Mamazylla,Jalan Rajawali Timur Jalan Halteu Utara No.163,-6.913714499999999,107.5798083,OPERATIONAL,Unknown,Unknown,"restaurant, food, point_of_interest, establishment",Unknown,Dungus Cariang
"Nasgor ""DJ"" Jambal Roti","Jalan Halteu Selatan No.73B, Dungus Cariang",-6.9147697,107.5795332,CLOSED_TEMPORARILY,5,3,"restaurant, food, point_of_interest, establishment",Unknown,Dungus Cariang
AYAM BAONG DC || SUDIRMAN,"Jalan Rajawali Timur Jalan Halteu Selatan No.357, RT.1/RW.06, Dungus Cariang",-6.9151009,107.5797541,OPERATIONAL,4.7,18,"restaurant, food, point_of_interest, establishment",Unknown,Dungus Cariang
Takoyaki Hilhil,"Jalan Rajawali Timur Gg.barnas 2 RT.07/RW.05, Dungus Cariang",-6.9155705,107.5810922,OPERATIONAL,4.9,32,"meal_takeaway, restaurant, food, point_of_interest, establishment",Unknown,Dungus Cariang
Nasi Goreng Mas Nono,"Jalan Rajawali Timur No.183, Dungus Cariang",-6.9147574,107.582158,OPERATIONAL,5,4,"restaurant, food, point_of_interest, establishment",Unknown,Dungus Cariang
Lumpiah Abah Elim,"3HQG+FHX, Garuda",-6.911251599999999,107.5764882,OPERATIONAL,5,1,"restaurant, food, point_of_interest, establishment",Unknown,Garuda
BATAGOR OTAZ,"Jalan Dadali 3, Garuda",-6.911238500000001,107.5765031,OPERATIONAL,4.5,2,"restaurant, food, point_of_interest, establishment",Unknown,Garuda
Seblak Teh Anggi,Indonesia,-6.9111678,107.5765846,OPERATIONAL,Unknown,Unknown,"restaurant, food, point_of_interest, establishment",Unknown,Garuda
Nasi Kapau,"Jalan Rajawali 3 No.50, Garuda",-6.9113837,107.5767202,OPERATIONAL,4.5,52,"restaurant, food, point_of_interest, establishment",Unknown,Garuda
Sate Soto H.Taprani,"Jalan Dadali 3, Garuda",-6.9110805,107.5767211,OPERATIONAL,3.9,7,"restaurant, food, point_of_interest, establishment",Unknown,Garuda
Panji Katsurupan Chicken,"3HQG+GMJ, Jalan Dadali 3 No.2, Garuda",-6.911243499999999,107.5768174,CLOSED_TEMPORARILY,4.5,261,"meal_takeaway, restaurant, food, point_of_interest, establishment",1,Garuda
Cuankie Rumahan,Jalan Rajawali 3 No.15a,-6.9123908,107.5760001,OPERATIONAL,Unknown,Unknown,"restaurant, food, point_of_interest, establishment",Unknown,Garuda
Kedai Bakso Mas Bams,"3HQG+MP2, Jalan Dadali 3, Garuda",-6.9108663,107.5767573,OPERATIONAL,4.3,11,"restaurant, food, point_of_interest, establishment",Unknown,Garuda
Nasi Goreng Ibnu Sabil,"Pengkolan kiri, Jalan Dadali 3 No.144, RT.04/RW.05",-6.910826999999999,107.5767368,OPERATIONAL,3,2,"restaurant, food, point_of_interest, establishment",Unknown,Garuda
Bakso Demplon,"Jalan Dadali 3 No.5, Garuda",-6.9115343,107.5770642,OPERATIONAL,Unknown,Unknown,"restaurant, food, point_of_interest, establishment",Unknown,Garuda
Ayam Goreng SAMPOERNA,"Jalan Dadali 3 No.5, Garuda",-6.911561499999999,107.5770699,OPERATIONAL,5,1,"meal_takeaway, restaurant, food, point_of_interest, establishment",Unknown,Garuda
MIE BAKSO TUSUK DAN KUAH BANG RICKY,"Jalan Rajawali II No.47, Garuda",-6.911426999999999,107.5770841,OPERATIONAL,5,2,"restaurant, food, point_of_interest, establishment",Unknown,Garuda
Onde ajippp,"3HQG+CVC, Kp, Jalan Kulalet, Andir",-6.9114323,107.5771444,OPERATIONAL,5,2,"restaurant, food, point_of_interest, establishment",Unknown,Garuda
Surabi Imut,"CI KOpi LOkal, cabang jalan Gandapura no 40, Jalan Gegerkalong Hilir No.55, RT.07/RW.04, Gegerkalong",-6.8684875,107.5922373,OPERATIONAL,4.3,450,"restaurant, food, point_of_interest, establishment",2,Gegerkalong
Kedai Timbel Gerlong,Jalan Gegerkalong Hilir No.128,-6.868274299999999,107.5851323,CLOSED_TEMPORARILY,3.9,37,"restaurant, food, point_of_interest, establishment",Unknown,Gegerkalong
Batagor Bandung,Jl. Fajar Raya B2 No. 35 Gegerkalong Sukasari Bandung Jawa Barat,-6.871732300000001,107.5916144,OPERATIONAL,3.0,3,"restaurant, food, point_of_interest, establishment",Unknown,Gegerkalong
Breakfast Sibolang Khas Cianjur,"Jalan Gegerkalong Tengah No.5, Gegerkalong",-6.8678932,107.5914717,OPERATIONAL,4.5,2,"restaurant, food, point_of_interest, establishment",Unknown,Gegerkalong
Hotel Salon Fora &LongHill Cafe Fora,"Jalan Gegerkalong Hilir No.8, Gegerkalong",-6.870270000000001,107.5930398,OPERATIONAL,4.1,804,"lodging, beauty_salon, restaurant, food, point_of_interest, establishment",Unknown,Gegerkalong
Pizza Hut Delivery - PHD Indonesia,"Jalan Doktor Setiabudi No.171, Gegerkalong",-6.8680872,107.5934399,OPERATIONAL,4.6,458,"meal_delivery, meal_takeaway, restaurant, food, point_of_interest, establishment",2,Gegerkalong
Dapoer Ndeso Setiabudi,"Jalan Doktor Setiabudi No.159, Gegerkalong",-6.867006399999998,107.5937699,OPERATIONAL,4.0,427,"cafe, restaurant, food, point_of_interest, establishment",2,Gegerkalong
angkringan KODRIGER. (BAKSO CEPOT & CAFE),"Jalan Gegerkalong Girang No.81A, Gegerkalong",-6.863523299999999,107.5892381,CLOSED_TEMPORARILY,4.5,36,"cafe, restaurant, food, point_of_interest, establishment",Unknown,Gegerkalong
Dunkin Donuts (Dunkindo Abadi. CV),"Jalan Doktor Setiabudi No.103-F, Gegerkalong",-6.8716681,107.5938005,OPERATIONAL,4.5,205,"bakery, restaurant, food, store, point_of_interest, establishment",2,Gegerkalong
by ludwick,"Jalan Budi Luhur I No.11B, RT.07/RW.05, Gegerkalong",-6.8727686,107.5931443,OPERATIONAL,4.4,1302,"cafe, restaurant, food, point_of_interest, establishment",2,Gegerkalong
Bakar_bakaran,"Jalan Gegerkalong Girang No.105, Cigugur Girang",-6.8631308,107.588243,OPERATIONAL,4.6,23,"restaurant, food, point_of_interest, establishment",Unknown,Gegerkalong
Bakmi Mama Pici,"Jalan Abadi I No.7, Gegerkalong",-6.863657799999999,107.5853234,OPERATIONAL,4.6,33,"restaurant, food, point_of_interest, establishment",Unknown,Gegerkalong
Ratu Jengki,"Jalan Gegerkalong Girang No.149, Gegerkalong",-6.862358799999999,107.5857926,OPERATIONAL,4.4,56,"restaurant, food, store, point_of_interest, establishment",2,Gegerkalong
KFC Setiabudi Bandung,"Jalan Doktor Setiabudi No.169, Gegerkalong",-6.868289000000001,107.5934289,OPERATIONAL,4.4,6220,"restaurant, food, point_of_interest, establishment",2,Gegerkalong
Ayam Bakar Pa' atam,"Jalan Gegerkalong Girang No.154, Gegerkalong",-6.8617693,107.5838488,OPERATIONAL,4.5,107,"restaurant, food, point_of_interest, establishment",1,Gegerkalong
Rumah Makan Tegal,"Jalan Gegerkalong Hilir No.84, Gegerkalong",-6.869217599999999,107.5883447,OPERATIONAL,4.4,18,"restaurant, food, point_of_interest, establishment",Unknown,Gegerkalong
Warung Nasi Ibu Yati,"Jalan Pasir Impun Atas No.80, Gempolsari",-6.9310139,107.5572825,OPERATIONAL,4.2,5,"restaurant, point_of_interest, food, establishment",Unknown,Gempol Sari
Kedai Dapoer Bunda,"Jalan Bougenville VIII No.6, Gempolsari",-6.9315529,107.5535797,OPERATIONAL,5,2,"restaurant, point_of_interest, food, establishment",Unknown,Gempol Sari
megan cantik,"Jalan Mirabilis I No.8, Gempolsari",-6.931907499999999,107.5536519,CLOSED_TEMPORARILY,5,2,"restaurant, point_of_interest, food, establishment",Unknown,Gempol Sari
Rumah pempek bicek iche,"Jalan Dirgantara VI No.26D, Gempolsari",-6.931404,107.5524079,OPERATIONAL,5,2,"restaurant, point_of_interest, food, establishment",Unknown,Gempol Sari
Pypop,"Jalan Mirabilis I No.32, Gempolsari",-6.9324491,107.553344,OPERATIONAL,5,3,"restaurant, point_of_interest, food, establishment",Unknown,Gempol Sari
Teras Bougenville,"Jalan Bougenville V No.22, Gempolsari",-6.930650099999999,107.5532955,OPERATIONAL,4.8,9,"restaurant, point_of_interest, food, establishment",Unknown,Gempol Sari
Ayam Bakar Taliwang Ampenan,"Jalan Marga Asri II No.77, Gempolsari",-6.9321905,107.5524763,OPERATIONAL,3.7,9,"restaurant, point_of_interest, food, establishment",Unknown,Gempol Sari
D'Chick,"Jalan Tulip III No.5, Gempolsari",-6.9312798,107.5542483,OPERATIONAL,5,3,"restaurant, point_of_interest, food, establishment",Unknown,Gempol Sari
Kyosh Coffee,"Jalan Bougenville IV No.18, Gempolsari",-6.9304882,107.5535229,OPERATIONAL,5,3,"cafe, store, restaurant, point_of_interest, food, establishment",Unknown,Gempol Sari
ROTI BOKIR,"Jalan Bougenville IV No.18, KOMP GEMPOL SARI INDAH",-6.930464999999999,107.5535383,OPERATIONAL,4.5,8,"restaurant, point_of_interest, food, establishment",Unknown,Gempol Sari
Kedai dimsum teh geulis,"Jalan Bougenville II No.5, Gempolsari",-6.930572600000001,107.5540073,OPERATIONAL,5,1,"restaurant, point_of_interest, food, establishment",Unknown,Gempol Sari
Mie Huh Hah bandung kulon,"Indah, Jalan Mirabilis III No.40, Gempolsari",-6.932511799999999,107.5541314,OPERATIONAL,Unknown,Unknown,"restaurant, point_of_interest, food, establishment",Unknown,Gempol Sari
Lontong Kari Sapi & Ayam,"Jalan Bougenville II No.7, Gempolsari",-6.9305024,107.5539268,CLOSED_TEMPORARILY,5,1,"restaurant, point_of_interest, food, establishment",Unknown,Gempol Sari
KEDAI RISOLES KENZIE',"Jl Bougenville ll No.5, RT.01/RW.04, Gempolsari",-6.9305199,107.5539592,OPERATIONAL,3.9,7,"restaurant, point_of_interest, food, establishment",Unknown,Gempol Sari
Kebuli Yang Dinanti - Gempol Sari Indah by Abada,"Komplek Gempol Sari Indah Jalan Bougenville II No.9, RT.01/RW.04",-6.930456599999999,107.553857,OPERATIONAL,4.9,207,"cafe, store, restaurant, point_of_interest, food, establishment",Unknown,Gempol Sari
Sate asin pedas sajian spesial bang bombom,"Jalan Tulip I No.6, Gempolsari",-6.930933299999999,107.5543638,OPERATIONAL,5,8,"restaurant, point_of_interest, food, establishment",Unknown,Gempol Sari
Milky Moo Cereal Infused Milk,"Jalan Marga Asri VI No.145, Gempolsari",-6.932673800000001,107.5519065,OPERATIONAL,Unknown,Unknown,"restaurant, point_of_interest, food, establishment",Unknown,Gempol Sari
Esa mie baso restorja,"Komplek Bumi Asri, Jalan Kalpataru I Blok D No.36, RT.01/RW.09, Gempolsari",-6.933403699999999,107.5530766,OPERATIONAL,Unknown,Unknown,"restaurant, point_of_interest, food, establishment",Unknown,Gempol Sari
Nasi goreng Dug Dug,"3H82+RMG, Jalan Marga Asri III, Gempolsari",-6.9329497,107.5517065,OPERATIONAL,3.7,3,"restaurant, point_of_interest, food, establishment",Unknown,Gempol Sari
The Angkringan Jogjakarta,"Jl Dirgantara raya no VI, RT.07/RW.05, Gempolsari",-6.9312323,107.5512083,OPERATIONAL,5,1,"restaurant, point_of_interest, food, establishment",Unknown,Gempol Sari
Raja Cau,"Jalan Jati Indah IV No.10A, Gumuruh",-6.9443907,107.6357272,OPERATIONAL,4.6,356,"restaurant, food, point_of_interest, establishment",1,Gumuruh
Mie Tek Tek Cah Pekalongan,"Jalan Gatot Subroto No.190, Gumuruh",-6.930102600000001,107.6392962,OPERATIONAL,4.4,64,"restaurant, food, point_of_interest, establishment",Unknown,Gumuruh
Nasi Goreng Kambing Kampuyuh,"Jalan Libra V No.9a, Gumuruh",-6.938428399999999,107.6363331,OPERATIONAL,4.5,8,"restaurant, food, point_of_interest, establishment",Unknown,Gumuruh
Gurame Crispy Pa'De,"Jalan Gumuruh No.161, Gumuruh",-6.937450399999999,107.6384019,OPERATIONAL,4.9,26,"restaurant, food, point_of_interest, establishment",Unknown,Gumuruh
PECEL MADIUN,Jalan Turangga,-6.936891600000001,107.6383264,OPERATIONAL,Unknown,Unknown,"restaurant, food, point_of_interest, establishment",Unknown,Gumuruh
Rendang Andung,"Jalan Scorpio No.20, Gumuruh",-6.9366778,107.636437,OPERATIONAL,Unknown,Unknown,"restaurant, food, point_of_interest, establishment",Unknown,Gumuruh
Mie Pomper Bandung,"Jalan Setiakawan Utara Gg. Pertama RT.5/RW.7. Kel. Gumuruh, Batununggal Kontrakan Pa Budi No 4 (Pagar Hitam Ujung",-6.939694200000001,107.6377436,OPERATIONAL,5,1,"restaurant, food, point_of_interest, establishment",Unknown,Gumuruh
Dapur Yuraa,"Gang Gumuruh VI No.13, Gumuruh",-6.9364139,107.6383372,OPERATIONAL,Unknown,Unknown,"restaurant, food, point_of_interest, establishment",Unknown,Gumuruh
Bakso sigit,Gumuruh,-6.936122,107.6378018,CLOSED_TEMPORARILY,Unknown,Unknown,"restaurant, food, point_of_interest, establishment",Unknown,Gumuruh
Warung Seblak Gemes Teh Dini,"3J7Q+C99, Gang Gumuruh VI, Gumuruh",-6.936450600000001,107.6384727,OPERATIONAL,5,8,"restaurant, food, point_of_interest, establishment",Unknown,Gumuruh
Warung Simple Isti,"Jalan Gumuruh No.189, Gumuruh",-6.940083,107.6373649,OPERATIONAL,5,2,"restaurant, food, point_of_interest, establishment",Unknown,Gumuruh
Tiny Osaka Batununggal,"Jalan Libra No.32, Gumuruh",-6.9372412,107.6353354,OPERATIONAL,5,11,"meal_takeaway, restaurant, food, point_of_interest, establishment",Unknown,Gumuruh
Mie Bakso AL BERKAH & Teh Oishii ç¾å³ãã,"Jl. Gumuruh kelurahan No.108bRT.03, RW.06, GumuruhKec",-6.9359628,107.637796,OPERATIONAL,Unknown,Unknown,"restaurant, food, point_of_interest, establishment",Unknown,Gumuruh
Kantin Heri,"Jalan Bukit Jarian Dalam VI No.4, Hegarmanah",-6.878389999999999,107.606497,OPERATIONAL,4.6,65,"restaurant, food, point_of_interest, establishment",1,Hegarmanah
Sate Tegal Marem,"Jalan Doktor Setiabudi No.136, Hegarmanah",-6.874872499999999,107.5966101,OPERATIONAL,4.6,932,"restaurant, food, point_of_interest, establishment",2,Hegarmanah
Koi Bistro,"Jalan Hegarmanah No.26, RW.01, Hegarmanah",-6.878349999999999,107.5987372,OPERATIONAL,5.0,1,"restaurant, food, point_of_interest, establishment",Unknown,Hegarmanah
Gombal Asap (Sego Sambal Ikan Asap),Jalan Ciumbuleuit No.151 B,-6.8748394,107.6044102,CLOSED_TEMPORARILY,4.6,101,"restaurant, food, point_of_interest, establishment",2,Hegarmanah
Sabana Fried Chicken,"Jalan Ciumbuleuit No.151, Hegarmanah",-6.8748363,107.6044456,OPERATIONAL,4.8,4,"meal_takeaway, restaurant, food, point_of_interest, establishment",1,Hegarmanah
Ayam Djogja II Istimewa,"Jalan Doktor Setiabudi No.140, Hegarmanah",-6.8747396,107.5965277,OPERATIONAL,4.6,376,"restaurant, food, point_of_interest, establishment",Unknown,Hegarmanah
Dunkin Donuts Borma,"Jalan Doktor Setiabudi Dalam No.148, Hegarmanah",-6.8740956,107.5961624,OPERATIONAL,4.3,105,"bakery, store, restaurant, food, point_of_interest, establishment",2,Hegarmanah
Rotiku,"Jalan Doktor Setiabudi No.168, Hegarmanah",-6.872885399999999,107.5950989,OPERATIONAL,4.3,365,"bakery, store, restaurant, food, point_of_interest, establishment",2,Hegarmanah
Suis Butcher Steak House Setiabudi,"Jalan Doktor Setiabudi No.174, Hegarmanah",-6.871341399999999,107.594205,OPERATIONAL,4.4,2131,"restaurant, food, point_of_interest, establishment",2,Hegarmanah
Liek's Resto & Cafe,"4J92+53M, Jalan Doktor Setiabudi, Hegarmanah",-6.882026199999999,107.6001765,OPERATIONAL,5.0,3,"restaurant, food, point_of_interest, establishment",Unknown,Hegarmanah
Bakmi Jowo Anglo,"Jalan Abdul Rahman Saleh No.94, Husen Sastranegara",-6.9070901,107.5798068,OPERATIONAL,4.4,132,"restaurant, food, point_of_interest, establishment",1,Husen Sastranegara
Seblak & Shisha Melenooy,"No., Jalan Abdul Rahman Saleh No.34, Husen Sastranegara",-6.907343,107.5837285,OPERATIONAL,4,9,"restaurant, food, point_of_interest, establishment",Unknown,Husen Sastranegara
Topan Akmas,"Bandara Husein Sastranegara, Jalan Pajajaran, Husen Sastranegara",-6.903753,107.579048,OPERATIONAL,5,1,"restaurant, food, point_of_interest, establishment",Unknown,Husen Sastranegara
Smoking Area Roof Bandara Husein Sastranegara,"Jalan Pajajaran No.156, Husen Sastranegara",-6.903911300000001,107.5801569,OPERATIONAL,4.5,4,"restaurant, food, point_of_interest, establishment",Unknown,Husen Sastranegara
Bangi Kopi,"Area Check In Boarding, Jalan Pajajaran Jalan Bandara Husein Sastranegara No.156, Husen Sastranegara",-6.9038789,107.5802393,OPERATIONAL,4.1,7,"restaurant, food, point_of_interest, establishment",Unknown,Husen Sastranegara
Rumah Makan Btri,"Jalan Pajajaran No.156, Pajajaran",-6.9038984,107.580206,OPERATIONAL,Unknown,Unknown,"restaurant, food, point_of_interest, establishment",Unknown,Husen Sastranegara
Kantin Abah,"Jalan Pajajaran No.156, Area Kargo Bandara Husein Sastranegara, Cicendo, Husen Sastranegara",-6.904112899999999,107.5789788,OPERATIONAL,Unknown,Unknown,"restaurant, food, point_of_interest, establishment",Unknown,Husen Sastranegara
Kantin Arema,"Area Parkiran, Jalan Pajajaran Jalan Bandara Husein Sastranegara No.156, Husen Sastranegara",-6.904096399999999,107.579975,OPERATIONAL,Unknown,Unknown,"restaurant, food, point_of_interest, establishment",Unknown,Husen Sastranegara
Kantin Uwa,"Jalan Pajajaran No.156, Area kargo Bandara Husein Sastranegara, Cicendo, Husen Sastranegara",-6.904255999999998,107.5788177,OPERATIONAL,Unknown,Unknown,"restaurant, food, point_of_interest, establishment",Unknown,Husen Sastranegara
Kantin puspa,"Jalan Pajajaran No.156, Area Cargo, Bandara Husen Sastranegara, Husen Sastranegara",-6.904493,107.579192,OPERATIONAL,Unknown,Unknown,"restaurant, food, point_of_interest, establishment",Unknown,Husen Sastranegara
Kantin Sumber Rezeki,"Jalan Pajajaran No.156, Area Parkir, Bandara Husen Sastranegara, Husen Sastranegara",-6.904521000000001,107.579188,OPERATIONAL,5,1,"restaurant, food, point_of_interest, establishment",Unknown,Husen Sastranegara
Bakso Cak Eko,"Jalan Pajajaran No.235, Husen Sastranegara",-6.904514000000001,107.5802587,OPERATIONAL,5,1,"restaurant, food, point_of_interest, establishment",Unknown,Husen Sastranegara
Corner Satay at BDO Airport,"Area Parkir Bandara Husein Sastranegara, Jalan Pajajaran No.156, Husen Sastranegara",-6.905033500000001,107.5789832,OPERATIONAL,4.4,98,"restaurant, food, point_of_interest, establishment",Unknown,Husen Sastranegara
Kantin Tiktok,"Jalan Pajajaran No.158 Area Parkir Bandara Husein Sastranegara Gedung Komersil Baru Lt. 3 kavling no. 55, Husen Sastranegara",-6.905061699999999,107.5795389,OPERATIONAL,4.2,14,"restaurant, food, point_of_interest, establishment",Unknown,Husen Sastranegara
Pujasera Bandara Husein Sastranegara,"3HVH+XRG, Husen Sastranegara",-6.905069599999999,107.5795629,OPERATIONAL,4.1,311,"restaurant, food, point_of_interest, establishment",2,Husen Sastranegara
Lumpiah basah Kanaya,"Jalan Maleber Utara samping rel KA No.187A, Garuda",-6.9061191,107.5775808,OPERATIONAL,4.2,5,"restaurant, health, store, food, point_of_interest, establishment",Unknown,Husen Sastranegara
Warung Nasi Tiga Putra Sadewata,"3HWM+24Q, Husen Sastranegara",-6.904907199999999,107.5828464,OPERATIONAL,1,1,"restaurant, food, point_of_interest, establishment",Unknown,Husen Sastranegara
Pecel madiun barokah,"3HVH+8QC, Jalan Nurtanio Utara, Husen Sastranegara",-6.906676999999999,107.5793804,OPERATIONAL,4.5,2,"restaurant, food, point_of_interest, establishment",Unknown,Husen Sastranegara
Pujas 179,"Universitas Nurtanio Bandung, Jalan Pajajaran No.219",-6.9062145,107.5817133,OPERATIONAL,4.7,12,"restaurant, food, point_of_interest, establishment",Unknown,Husen Sastranegara
Martabak Siram TwoinC,"Jalan Pajajaran No.219, Husen Sastranegara",-6.9064112,107.5816583,OPERATIONAL,5,6,"restaurant, food, point_of_interest, establishment",Unknown,Husen Sastranegara
Hardy'S Dining Room,"Jalan Doktor Setiabudi No.269 275, Isola",-6.854997900000001,107.5946066,OPERATIONAL,4.6,134,"restaurant, food, point_of_interest, establishment",Unknown,Isola
Bakmi Ayam Parahyangan,"Jalan Doktor Setiabudi No.170, Isola",-6.855822,107.594542,OPERATIONAL,5,1,"restaurant, food, point_of_interest, establishment",Unknown,Isola
Jing Paradise Chinese Fine Dining Restaurant,"Jalan Doktor Setiabudi No.269-275, Isola",-6.854843,107.5956421,OPERATIONAL,4.6,1283,"restaurant, food, point_of_interest, establishment",3,Isola
Brick & Barrel Bistro,"Jalan Sersan Bajuri No.100, Isola",-6.8488419,107.5918932,OPERATIONAL,4.1,62,"restaurant, food, point_of_interest, establishment",2,Isola
Kedai bang dzakk,"Jl negla pojok rt07/04 no 6b, Isola",-6.8535778,107.5923835,OPERATIONAL,Unknown,Unknown,"store, restaurant, food, point_of_interest, establishment",Unknown,Isola
Warung Baba Khayya,"Jalan Negla Tengah Jalan Negla No.47, RT.5/RW.4, Isola",-6.8542286,107.5930183,OPERATIONAL,Unknown,Unknown,"restaurant, food, point_of_interest, establishment",Unknown,Isola
Teras 33,"Lapang Nangka Pojok, Jalan Negla Pojok No.33, RT.07/RW.04, Isola",-6.853010299999998,107.5923866,OPERATIONAL,4.7,3,"restaurant, food, point_of_interest, establishment",Unknown,Isola
Dapoer_N'coy,"Gang Negla Tengah 2 No.38, Isola",-6.854437099999999,107.5927705,OPERATIONAL,5,1,"restaurant, food, point_of_interest, establishment",Unknown,Isola
Yellow House,"4HWR+QR9, Jalan Negla, Isola",-6.8530817,107.5921205,OPERATIONAL,5,1,"restaurant, food, point_of_interest, establishment",Unknown,Isola
Ayam Kenzi,"Jalan Negla Pojok No.40, Isola",-6.8529858,107.5921308,OPERATIONAL,4.5,4,"restaurant, food, point_of_interest, establishment",Unknown,Isola
Warung ayam goreng ibu siti sersan bajuri,Jalan Sersan Bajuri No.67,-6.8535372,107.5917892,OPERATIONAL,5,9,"restaurant, food, point_of_interest, establishment",Unknown,Isola
Batagor Negla,"Jalan Doktor Setiabudi Jalan Negla Utara 179 / 171 A, Isola",-6.854628900000001,107.5935582,OPERATIONAL,5,5,"restaurant, food, point_of_interest, establishment",Unknown,Isola
Warung Nasi Ema Ai,"4HWV+5FQ, Isola",-6.8545269,107.5937227,OPERATIONAL,5,4,"restaurant, food, point_of_interest, establishment",Unknown,Isola
Rm Bungo Tanjuang Masakan Padang,"Jalan Sersan Bajuri No.62, Isola",-6.853727999999999,107.5917313,OPERATIONAL,4.1,20,"restaurant, food, point_of_interest, establishment",Unknown,Isola
Karwati's Diner,"4HWR+9M8, Jalan Sersan Bajuri, Isola",-6.8540889,107.591706,OPERATIONAL,Unknown,Unknown,"restaurant, food, point_of_interest, establishment",Unknown,Isola
Ibu Yati Lotek,"4HWR+CM6, Jalan Sersan Bajuri, Isola",-6.853971999999998,107.591656,OPERATIONAL,5,6,"restaurant, food, point_of_interest, establishment",Unknown,Isola
