name,address,lat,lng,business_status,rating,user_ratings_total,types,price_level,Kelurahan
TK Kartika Siliwangi XIX 2,Jalan Jakarta No.10,-6.914897699999999,107.6358441,OPERATIONAL,Unknown,Unknown,"school, point_of_interest, establishment",,Kacapiring
TK Kuncup Harapan,"Jalan Karang Anyar No.37, Karanganyar",-6.922932599999999,107.6016758,OPERATIONAL,5.0,7,"school, point_of_interest, establishment",,Karang Anyar
Masjid Pesantren Persatuan Islam 1-2 Bandung,"Jalan Pajagalan No.14-16, Karanganyar",-6.923114900000001,107.600386,OPERATIONAL,4.7,135,"mosque, place_of_worship, point_of_interest, school, establishment",,Karang Anyar
Pesantren Persatuan Islam 1 - 2 Bandung,"3JG2+M3X, Jalan Pajagalan, Karanganyar",-6.9232614,107.6002441,OPERATIONAL,4.5,40,"point_of_interest, school, establishment",,Karang Anyar
SMP Negeri 25 Bandung,"Jalan Pajagalan No.67, Karanganyar",-6.9255848,107.60092,OPERATIONAL,4.3,109,"point_of_interest, school, establishment",,Karang Anyar
Pondok Pesantren NURUL IMAN CIKADUT,"4M2C+CRW, Karang Pamulang",-6.8988982,107.672079,OPERATIONAL,4.2,10,"school, point_of_interest, establishment",,Karang Pamulang
Madrasah Tsanawiyah Miftahul Huda,"Jalan Cikadut No.252, Karang Pamulang",-6.897473499999999,107.671252,OPERATIONAL,5,7,"school, point_of_interest, establishment",,Karang Pamulang
Madrasah Interaktif MIMHa (PG/RA - MI - MTs INFORMATIKA) di Bandung,"Jalan A.H. Nasution Jalan Cikadut No.252, Karang Pamulang",-6.897317999999999,107.6712754,OPERATIONAL,4.9,69,"school, point_of_interest, establishment",,Karang Pamulang
Lembur Wisata Sakola (LEWI'S),"Jln. Cikadut Nomor 252 RT/RW 006/003, Kelurahan, Karang Pamulang",-6.8974202,107.6708814,OPERATIONAL,5,6,"primary_school, school, point_of_interest, establishment",,Karang Pamulang
TK Islam Permata Ilmu,"Jalan Cikadut No.253, Karang Pamulang",-6.896932899999999,107.6715401,OPERATIONAL,4.9,16,"school, point_of_interest, establishment",,Karang Pamulang
"Miftahul Huda Islamic Private Elementary School, Karang Pamulang","Jalan Cikadut No.252, Karang Pamulang",-6.8972262,107.6707832,OPERATIONAL,4.7,11,"primary_school, school, point_of_interest, establishment",,Karang Pamulang
Sekolah Dasar Negeri 174 Pasir Impun,"Jalan Pasir Impun No.23, Karang Pamulang",-6.898333900000001,107.6735147,OPERATIONAL,4.8,6,"primary_school, school, point_of_interest, establishment",,Karang Pamulang
biMBA AIUEO Pasir Impun Mandalajati,Perum pasir impun valley No.011 blok b4 005,-6.898936899999999,107.6733653,OPERATIONAL,5,14,"school, point_of_interest, establishment",,Karang Pamulang
Sekolah Islam Cahaya Nalar,"Komplek, Jalan Girimande No.11, Karang Pamulang",-6.8967052,107.670259,OPERATIONAL,5,13,"school, point_of_interest, establishment",,Karang Pamulang
Gani Throwers Range,"4M3F+P23, Karang Pamulang",-6.895733,107.6725579,OPERATIONAL,5,1,"school, point_of_interest, establishment",,Karang Pamulang
TK Deviana Giri Mande,"Jalan Girimande No.19 Blok B1, Karang Pamulang",-6.895201900000001,107.6715693,OPERATIONAL,4,1,"school, point_of_interest, establishment",,Karang Pamulang
Griya Al Qur'an Bandung,Karang Pamulang,-6.895879,107.6694923,OPERATIONAL,Unknown,Unknown,"school, point_of_interest, establishment",,Karang Pamulang
PKBM AL IKHLASH Pasir impun Bandung,"Jalan Pasir Impun Barat No.124, Karang Pamulang",-6.9008116,107.6741857,OPERATIONAL,4.7,14,"school, point_of_interest, establishment",,Karang Pamulang
Ma'had Al-Ikhlash Pasir Impun,"Ma'had Al-Ikhlash, Jalan Pasir Impun Barat RT.4/RW.7, Karang Pamulang",-6.9008409,107.6741799,OPERATIONAL,5,2,"school, point_of_interest, establishment",,Karang Pamulang
Pondok Pesantren Miftahul Mukhlishin,"Jl. Cikadut RT/RW 02/03, Karang Pamulang",-6.897833599999999,107.6684403,OPERATIONAL,4.9,8,"school, point_of_interest, establishment",,Karang Pamulang
SMA Tunas Unggul,"Jl Abah Sastro No.20, RT.05/RW.11, Karang Pamulang",-6.898876200000001,107.6756253,OPERATIONAL,5,21,"school, point_of_interest, establishment",,Karang Pamulang
PAUD TANJUNG BANDUNG,Karang Pamulang,-6.9022665,107.6732019,OPERATIONAL,5,1,"school, point_of_interest, establishment",,Karang Pamulang
Kuttab Al Fatih Bandung - Cikadut,"Jalan Cikadut Dalam No.84, Karang Pamulang",-6.900830000000001,107.6682528,OPERATIONAL,5,33,"school, point_of_interest, establishment",,Karang Pamulang
Bandung,"3J25+M26, Karasak",-6.9483298,107.6075045,OPERATIONAL,Unknown,Unknown,"secondary_school, school, point_of_interest, establishment",,Karasak
Enspire School of Digital Art Bandung Selatan,"Jl. Soekarno Hatta No.410 C-D, Karasak",-6.9483732,107.6072956,OPERATIONAL,5,24,"school, point_of_interest, establishment",,Karasak
Pusat Kegiatan Belajar Masyarakat (PKBM) Jatiwaringin,"Jalan Soekarno Hatta No. 27/201 B RT 002/002, Karasak",-6.9484327,107.6087982,OPERATIONAL,5,5,"school, point_of_interest, establishment",,Karasak
G,"elang 2, Gang Karasak",-6.948452699999999,107.6088559,OPERATIONAL,Unknown,Unknown,"primary_school, school, point_of_interest, establishment",,Karasak
KB AMALIA,"Jalan Soekarno-Hatta No. 27/201 B RT 002/002, Karasak",-6.9484272,107.6088587,OPERATIONAL,5,2,"school, point_of_interest, establishment",,Karasak
SMP YAMI,"Jalan Karasak Baru No.16, Karasak",-6.9502335,107.6098785,OPERATIONAL,4,10,"school, point_of_interest, establishment",,Karasak
Pos paud Dahlia,"3J35+F9X, Jalan Mochammad Toha, Karasak",-6.946265899999999,107.6084761,OPERATIONAL,5,1,"school, point_of_interest, establishment",,Karasak
Omega study guidance,"Jalan Karasak Utara I Jalan Karasak Utara II Gang III No.29, Karasak",-6.9466729,107.6061958,OPERATIONAL,Unknown,Unknown,"school, point_of_interest, establishment",,Karasak
Jl tanah mera,"2JX6+H3Q, Jalan Mochammad Toha, Karasak",-6.9510406,107.6102455,OPERATIONAL,Unknown,Unknown,"school, point_of_interest, establishment",,Karasak
TK SD At-Tashdiq,"126F, Gang Cipicung I No.87, Kebon Gedang",-6.9276081,107.6425024,OPERATIONAL,5,2,"school, point_of_interest, establishment",,Kebon Gedang
"PAUD Islam, SDI, SMPI At Tashdiq","Gang Cipicung I No.91b, Kebon Gedang",-6.927682,107.64268,OPERATIONAL,5,18,"school, point_of_interest, establishment",,Kebon Gedang
BANDUNG KONFEKSI,"Jalan Kebon Gedang No.5 Rt.07/07, Maleer",-6.927348799999999,107.6439065,OPERATIONAL,5,1,"school, point_of_interest, establishment",,Kebon Gedang
Taman baca gajah kecil,"Gang Kebon Gedang 1 No.15, Maleer",-6.924920999999999,107.641539,OPERATIONAL,5,1,"school, point_of_interest, establishment",,Kebon Gedang
Sd Kristen Trimulia,"Jalan Kebon Jati No.145, Kebon Jeruk",-6.9165486,107.5952996,OPERATIONAL,4.4,7,"school, point_of_interest, establishment",,Kebon Jeruk
Swara Harmony Music School,"Ruko Paskal Hyper Square Blok B 26, Jalan Pasir Kaliki No.25 -27 lantai 2, 3 & 4, Kebon Jeruk",-6.914858199999999,107.5966141,OPERATIONAL,4.9,94,"store, school, point_of_interest, establishment",,Kebon Jeruk
SMAK BPPK,"Jalan Kebon Jati No.108, Kebon Jeruk",-6.916220900000001,107.5984567,OPERATIONAL,4.7,23,"school, point_of_interest, establishment",,Kebon Jeruk
Sekolah Menengah Atas Negeri 4 Bandung,"Jalan Gardujati No.20, Kebon Jeruk",-6.919349099999999,107.5984997,OPERATIONAL,4.5,297,"secondary_school, school, point_of_interest, establishment",,Kebon Jeruk
SMA Pasundan 3 Bandung,"Jalan Kebon Jati No.31, Kebon Jeruk",-6.9163921,107.6010185,OPERATIONAL,4.7,186,"school, point_of_interest, establishment",,Kebon Jeruk
SMP Negeri 6 Bandung,"Jalan H. Yakub No.36, Kebon Jeruk",-6.918673699999998,107.6017762,OPERATIONAL,4.6,73,"school, point_of_interest, establishment",,Kebon Jeruk
Bandung Penabur Christian Kindergarten,"Jalan Jend. Sudirman No.246, Kebon Jeruk",-6.919644099999999,107.5949413,OPERATIONAL,3.7,11,"school, point_of_interest, establishment",,Kebon Jeruk
Sekolah Dasar Kristen The Salvation Army School,"Jalan Gardujati No.89, Kebon Jeruk",-6.916784999999999,107.598118,OPERATIONAL,4.4,5,"primary_school, school, point_of_interest, establishment",,Kebon Jeruk
SMP Ignatius Slamet Riyadi Bandung,"Jalan Ibrahim Adjie No.Gg, Kebon Kangkung",-6.9372587,107.6435639,OPERATIONAL,4,22,"secondary_school, school, point_of_interest, establishment",,Kebon Kangkung
SD Negeri 01 Warung Jambu,"Jalan Warung Jambu No.28, Kebon Kangkung",-6.9296979,107.6455989,OPERATIONAL,3.9,14,"primary_school, school, point_of_interest, establishment",,Kebon Kangkung
SDN 162 Warung Jambu,"3JCW+57X, Kebon Kangkung",-6.929517499999999,107.6457423,OPERATIONAL,4.6,30,"primary_school, school, point_of_interest, establishment",,Kebon Kangkung
SD Ignatius Slamet Riyadi 2,"Jalan Kebon Kangkung 10 Jalan Kiara Condong No.2, Kebon Kangkung",-6.937242999999999,107.643133,OPERATIONAL,4.4,36,"primary_school, school, point_of_interest, establishment",,Kebon Kangkung
TK AR Risalah,"Jalan Kebon Kangkung XII No.10, Kebon Kangkung",-6.938314,107.642833,OPERATIONAL,Unknown,Unknown,"school, point_of_interest, establishment",,Kebon Kangkung
Flamboyan,"3J6W+Q66, Jalan Papanggungan XIII, Kebon Kangkung",-6.938078,107.645522,OPERATIONAL,5,1,"school, point_of_interest, establishment",,Kebon Kangkung
LPK Kagayaki Training Centre Bandung,"Jalan Bumi Kiara No.1B, Kebon Kangkung",-6.936230999999999,107.6429794,OPERATIONAL,5,8,"school, point_of_interest, establishment",,Kebon Kangkung
TKA/TPA Al Furqon,"Gang Papanggungan VII No.09, Kebon Kangkung",-6.9359044,107.645143,OPERATIONAL,5,2,"school, point_of_interest, establishment",,Kebon Kangkung
Christian Junior High School Kalam Kudus,"Kompleks Istana Mekar Wangi, Jalan Mekar Puspita No.53-55, Kebon Lega",-6.9507777,107.5982122,OPERATIONAL,4.0,49,"school, point_of_interest, establishment",,Kebon Lega
Kumon Indonesia - Muara Baru,"Komplek Muara BaruJL. Muara Baru No.11, Situsaeur",-6.9398069,107.5986967,OPERATIONAL,5.0,2,"school, point_of_interest, establishment",,Kebon Lega
SMA dan SMP YP. SEJATI (YPS),"3H2X+VP4, Kebon Lega",-6.947867299999999,107.5993385,OPERATIONAL,5.0,4,"school, point_of_interest, establishment",,Kebon Lega
Base Camp (BC) PION,"Jalan Cibaduyut Dalam, Kebon Lega",-6.950013200000001,107.5966862,OPERATIONAL,5.0,7,"school, point_of_interest, establishment",,Kebon Lega
Cahaya Restu,"JL Leuwi Panjang, Gg. Amung, No. 29, Kopo, Kebon Lega",-6.944936999999998,107.595652,OPERATIONAL,5.0,1,"school, point_of_interest, establishment",,Kebon Lega
Yayasan Kalam Kudus Indonesia Cabang Bandung,"Jalan Mekar Puspita No.53 - 55, Kebon Lega",-6.9505386,107.5983047,OPERATIONAL,5.0,5,"school, point_of_interest, establishment",,Kebon Lega
Husnul Hotimah Paud Ra TPQ,"3J32+H7G, Jalan Inhoftank, Kebon Lega",-6.946072999999998,107.600695,OPERATIONAL,4.9,9,"school, point_of_interest, establishment",,Kebon Lega
TK/RA AL-LABIB,"Jalan Muarasari No.1, Kebon Lega",-6.944694200000002,107.5999736,OPERATIONAL,4.0,1,"school, point_of_interest, establishment",,Kebon Lega
SDN 026 Bojongloa,"Jalan Cibaduyut No.39-43, Kebon Lega",-6.9489962,107.5940239,OPERATIONAL,4.5,17,"school, point_of_interest, establishment",,Kebon Lega
Sekolah Dasar Negeri Bojongloa 2,"Jalan Cibaduyut No.142/199C, Kebon Lega",-6.9491068,107.5940141,OPERATIONAL,4.4,5,"primary_school, school, point_of_interest, establishment",,Kebon Lega
TK tappetua,"Jalan Soekarno-Hatta No.238, Kebon Lega",-6.9471979,107.5936044,OPERATIONAL,5.0,1,"school, point_of_interest, establishment",,Kebon Lega
SD Negeri Bojongloa 1,"Jalan Cibaduyut No.142/199C, Kebon Lega",-6.9491225,107.5938583,OPERATIONAL,3.0,9,"primary_school, school, point_of_interest, establishment",,Kebon Lega
SDN 200 Leuwipanjang,"Jalan Muara Sari V No.49, Kebon Lega",-6.943734000000001,107.59972,OPERATIONAL,4.5,76,"primary_school, school, health, point_of_interest, establishment",,Kebon Lega
HomeSchooling Bina Ekamulia,"Jalan Buton No.1, Kebon Pisang",-6.9181421,107.6150493,OPERATIONAL,3.7,3,"school, point_of_interest, establishment",,Kebon Pisang
Secondary School Vocational Education Council of Women,"Jalan Van Deventer No.14, Kebon Pisang",-6.917161,107.615809,OPERATIONAL,4.6,113,"point_of_interest, school, establishment",,Kebon Pisang
IBEC Bandung,"Graha Bumiputera #08-01 No.141-144,, Jalan Asia Afrika, Braga",-6.922150199999999,107.6166053,OPERATIONAL,5,13,"school, point_of_interest, establishment",,Kebon Pisang
Smp 3 l pakam,Jalan Sunda,-6.9197412,107.6178296,OPERATIONAL,Unknown,Unknown,"point_of_interest, school, establishment",,Kebon Pisang
SMK Persada Cendekia,"Fakultas Teknik Unbar, Jalan Banten Kelurahan No.11, Kebonwaru",-6.916595,107.640823,OPERATIONAL,Unknown,Unknown,"school, point_of_interest, establishment",,Kebon Waru
Islamic Fashion Institute,"Jalan A. Yani No.390, Kebonwaru",-6.911865199999999,107.6384,OPERATIONAL,5,113,"school, point_of_interest, establishment",,Kebon Waru
Kelas Karyawan Bandung,"Jalan Banten No.9-11, Kebonwaru",-6.9162034,107.6405489,OPERATIONAL,Unknown,Unknown,"school, point_of_interest, establishment",,Kebon Waru
Sttt Tekstil,"Jalan Jakarta No.49A, Kebonwaru",-6.9138679,107.6410121,OPERATIONAL,Unknown,Unknown,"school, point_of_interest, establishment",,Kebon Waru
SD Yayasan Jembar,"3JPR+GC8, Jalan Jatinegara, Kebonwaru",-6.913710900000001,107.6410929,OPERATIONAL,5,3,"primary_school, school, point_of_interest, establishment",,Kebon Waru
SMP/SMA UNGGULAN DARUL HIKAM,"Jalan Jakarta No.34, Kebonwaru",-6.9145257,107.6391959,OPERATIONAL,4.7,15,"school, point_of_interest, establishment",,Kebon Waru
PAUD KOBER KASIH BUNDA,"Gang Laksana 5 No.290a, Kebonwaru",-6.9134045,107.6421917,OPERATIONAL,Unknown,Unknown,"school, point_of_interest, establishment",,Kebon Waru
Rumah Bintang Ceria - Bandung Children Autism Therapy Centre,"Jalan Anyer No.22, Kebonwaru",-6.916177299999998,107.6381053,OPERATIONAL,5,52,"school, point_of_interest, establishment",,Kebon Waru
Tk Anzar,"3JJQ+GG5, Jalan Anyer Dalam, Kebonwaru",-6.9187451,107.6388679,OPERATIONAL,Unknown,Unknown,"school, point_of_interest, establishment",,Kebon Waru
TK PELITA,"Jalan Labuan No.18A, Kebonwaru",-6.917237399999999,107.6378779,OPERATIONAL,Unknown,Unknown,"school, point_of_interest, establishment",,Kebon Waru
Jakarta raya,"3JPQ+648, Jalan Jakarta, Kacapiring",-6.914456999999999,107.6378292,OPERATIONAL,Unknown,Unknown,"primary_school, school, point_of_interest, establishment",,Kebon Waru
Madrasah Al-Huda,"Jalan A. Yani Jalan Jatinegara No.189, Kebonwaru",-6.9122295,107.6404666,OPERATIONAL,Unknown,Unknown,"school, point_of_interest, establishment",,Kebon Waru
MOONRAKER ANYER DALAM,"3JJP+PXF, Jalan Anyer Dalam, Kebonwaru",-6.9181857,107.6374368,OPERATIONAL,1,1,"school, point_of_interest, establishment",,Kebon Waru
Cerdas Mandiri Playschool,"Jalan PSM No.37, Kebun Jayanti",-6.9285823,107.6461565,OPERATIONAL,Unknown,Unknown,"point_of_interest, school, establishment",,Kebun Jayanti
TKQ Al Hasanah,"Jl. Ciparay No.128, RT.01/RW.04, Kelurahan Kujangsari",-6.926902500000001,107.6472438,OPERATIONAL,Unknown,Unknown,"point_of_interest, school, establishment",,Kebun Jayanti
TAAM Ash-Shobariyyah,"Jalan Kebon Jayanti No.20, Kebun Jayanti",-6.926890999999999,107.646239,OPERATIONAL,5,2,"school, point_of_interest, establishment",,Kebun Jayanti
KB YAA SALAM,"Jalan Kebon Jayanti No.61, Kebun Jayanti",-6.9278521,107.6477449,OPERATIONAL,Unknown,Unknown,"point_of_interest, school, establishment",,Kebun Jayanti
SD Muhammadiyah 2 Bandung,"Jalan Kebon Jayanti Gang Pensiun No.125, Kebun Jayanti",-6.9278448,107.6478756,OPERATIONAL,4.5,11,"point_of_interest, school, establishment",,Kebun Jayanti
KOBER AR-ROYAN,"Jl. Kebonjayanti No. 3/134A, RT.01/04, Kel, Kebun Jayanti",-6.9266434,107.6479829,OPERATIONAL,5,1,"school, point_of_interest, establishment",,Kebun Jayanti
Tk Harapan Bangsa 1,"3JCW+FG2, Jalan PSM, Kebun Jayanti",-6.928850799999999,107.6462758,OPERATIONAL,Unknown,Unknown,"school, point_of_interest, establishment",,Kebun Jayanti
TK Aisyiah 8,"JL Kebon Jayanti, No. 148 134-B, 40284, Kebun Jayanti",-6.928025400000001,107.6485073,OPERATIONAL,Unknown,Unknown,"point_of_interest, school, establishment",,Kebun Jayanti
Sd Negeri Sekejati 2,"Jalan Terusan PSM No.18, Kebun Jayanti",-6.9278745,107.6450518,OPERATIONAL,Unknown,Unknown,"primary_school, point_of_interest, school, establishment",,Kebun Jayanti
PTM SUKASARI,"Jalan PSM GG Cendana No.51, RT.004/RW.013, Kebun Jayanti",-6.928539399999999,107.6451144,OPERATIONAL,5,2,"point_of_interest, school, establishment",,Kebun Jayanti
Kober al fattah,"3H5Q+F9M, Jalan Citarip Kidul Dalam I RT.5/RW.7, Kopo",-6.941285300000001,107.5884287,OPERATIONAL,Unknown,Unknown,"school, point_of_interest, establishment",,Kopo
ra thoriqul huda,Kopo,-6.941470399999999,107.5890469,OPERATIONAL,Unknown,Unknown,"school, point_of_interest, establishment",,Kopo
MIS Thoriqul Huda,"3H5Q+GMF, Jalan Cetarip Barat RT.04/RW.07",-6.941198099999999,107.5891684,OPERATIONAL,5,6,"primary_school, school, point_of_interest, establishment",,Kopo
TK Negeri Pembina Citarip,"Komplek BTN, Jalan Cetarip Barat Jalan Raya Kopo No.2, RT.05/RW.09, Kopo",-6.939908300000001,107.5885376,OPERATIONAL,4.4,19,"school, point_of_interest, establishment",,Kopo
MI QOSHRUL MUTTAQIN,"3H4Q+VHM, Jalan Raya Kopo, Kopo",-6.9427854,107.5889084,OPERATIONAL,5,1,"primary_school, school, point_of_interest, establishment",,Kopo
TK Raudhatul Atfal Al jabbari,"Jalan Cetarip Raya No.214, Kopo",-6.938656,107.5884697,OPERATIONAL,Unknown,Unknown,"school, point_of_interest, establishment",,Kopo
Pasundan 5 Junior High School,"3H4P+W2R, Jalan Babakan Ciparay â Gang Ata Kiria I, Jalan Babakan Ciparay Gang Ata Kiria I, Kopo",-6.942643400000001,107.585008,OPERATIONAL,4.4,13,"school, point_of_interest, establishment",,Kopo
SDN 147 Citarip Barat,Kopo,-6.9390637,107.5851884,OPERATIONAL,5,13,"school, point_of_interest, establishment",,Kopo
Rumah MangRob EXPLANER Terkuat,"Gang Ata Kiria II No.1, Kopo",-6.942372799999998,107.5845968,OPERATIONAL,Unknown,Unknown,"school, point_of_interest, establishment",,Kopo
SMA Pasundan 9,"Gang Ata Kiria II No.28, Kopo",-6.942321600000001,107.5845712,OPERATIONAL,4.7,12,"school, point_of_interest, establishment",,Kopo
sma negri 18 bandung,"Gang Ata Kiria II No.27, Kopo",-6.942320199999999,107.5845435,OPERATIONAL,Unknown,Unknown,"school, point_of_interest, establishment",,Kopo
Sekolah Dasar Negeri Citarip Barat 3,"3H6M+CQW, Jalan Madesa No.24, Kopo",-6.939030199999999,107.5850626,OPERATIONAL,5,4,"primary_school, school, point_of_interest, establishment",,Kopo
gang atakiria II,"Gang Ata Kiria II No.27, Kopo",-6.942892,107.5844939,OPERATIONAL,Unknown,Unknown,"school, point_of_interest, establishment",,Kopo
SMA Negeri 18 Bandung,"Jalan Madesa No.18, Kopo",-6.938412499999999,107.5852419,OPERATIONAL,4.5,161,"secondary_school, school, point_of_interest, establishment",,Kopo
MTs Salafiyah,"Jalan Raya Kopo No.322, Kopo",-6.9421008,107.5911612,OPERATIONAL,4.6,10,"school, point_of_interest, establishment",,Kopo
Rental PS Roky (PlayStation),"3H6Q+VPF, Jalan Sukamulya Dalam No.59, RT.05/RW.10, Kopo",-6.9378131,107.5892882,OPERATIONAL,5,7,"school, point_of_interest, establishment",,Kopo
Sekolah Binekas (PG-TK-SD),"Komp. G7, Jalan Buah Batu Regency No.6-7, Kujangsari",-6.961546299999999,107.6423914,OPERATIONAL,4.8,54,"school, primary_school, point_of_interest, establishment",,Kujangsari
SLB Prananda,"Jalan Buana Mekar I Kelurahan No.16, Kujangsari",-6.959463599999999,107.6457571,OPERATIONAL,4.5,2,"school, point_of_interest, establishment",,Kujangsari
Sekolah Renang Go Swim,"Jalan Buah Batu Regency, Kujangsari",-6.9618612,107.6424626,OPERATIONAL,5,2,"school, point_of_interest, establishment",,Kujangsari
TK Foundation Binekas,"JL Komplek Buah Batu Regency, Blok G7, No. 6-7, Buah Batu, Kujangsari",-6.961615600000001,107.6423255,OPERATIONAL,4.5,2,"school, point_of_interest, establishment",,Kujangsari
TAAM JASIR AL JAYYID,"Jalan Ciparay No.91, Kujangsari",-6.959603099999999,107.642675,OPERATIONAL,5,1,"school, point_of_interest, establishment",,Kujangsari
Pondok Pesantren Makkah Al-Mukarromah 2,"2JQR+4C9, Kujangsari",-6.962084399999999,107.6408816,OPERATIONAL,5,7,"school, point_of_interest, establishment",,Kujangsari
TK Ar-Risalah,"Jalan Terusan Logam No.11, Kujangsari",-6.962632600000001,107.6446367,OPERATIONAL,5,3,"school, point_of_interest, establishment",,Kujangsari
Sanggar Pelangi Indonesia 1,"Jalan Ciparay No.143, Kujangsari",-6.959470899999999,107.6431153,OPERATIONAL,Unknown,Unknown,"school, point_of_interest, establishment",,Kujangsari
Rumah Tahfidz Qur'an Baburraman,"Jalan Kompleks Permata Buah Batu No.23 C1, Lengkong",-6.962688900000001,107.6407955,OPERATIONAL,5,4,"school, point_of_interest, establishment",,Kujangsari
TK Pelangi Ceria,"Jalan Ciparay No.193, Kujangsari",-6.958939099999999,107.6413933,OPERATIONAL,5,9,"school, point_of_interest, establishment",,Kujangsari
SDIT Al Fajar,"Jalan Komplek Buana Sari 4, No. 18-21, Margasari, Buah Batu, Kujangsari",-6.9646171,107.6432484,OPERATIONAL,4.8,36,"primary_school, school, point_of_interest, establishment",,Kujangsari
Private Forex University,"Jalan Haji Bardan II Jalan Logam No.mor 19, Kujangsari",-6.9621726,107.645878,OPERATIONAL,5,1,"school, point_of_interest, establishment",,Kujangsari
Villa Quran,"Pertokoan Nuansa Indah No. R15, Jalan Ciparay, Kujangsari",-6.9591142,107.6406662,OPERATIONAL,5,2,"school, point_of_interest, establishment",,Kujangsari
Office & PG-TK Al-Azhar Cairo Bandung,"Jl Ciparay, Ruko Nuansa Indah No, Blok S1-S2, Kujangsari",-6.959075599999999,107.640488,OPERATIONAL,5,1,"school, point_of_interest, establishment",,Kujangsari
Yayasan Asy Syahiid Bandung,"2JQW+PF4, Jalan H. Bardan III, Kujangsari",-6.960748,107.6461942,OPERATIONAL,5,41,"school, point_of_interest, establishment",,Kujangsari
TK KB Nurul Inayah,"Jalan H. Bardan III No.24, Kujangsari",-6.9599845,107.6460255,OPERATIONAL,5,1,"school, point_of_interest, establishment",,Kujangsari
PAUD AL-MUHAJIRIN,"Blok M No.3 Kel, Kujangsari",-6.963844,107.6395037,OPERATIONAL,4.1,22,"school, point_of_interest, establishment",,Kujangsari
Kantor Bunda Bakti,"2JPW+48X, Kujangsari",-6.964630100000001,107.6458605,OPERATIONAL,5,1,"school, point_of_interest, establishment",,Kujangsari
RA/BA/TA Anak Sholeh,"Jalan Terusan Buah Batu No.9, Kujangsari",-6.9602871,107.6386965,OPERATIONAL,Unknown,Unknown,"school, point_of_interest, establishment",,Kujangsari
Grafologi Indonesia,"Jalan Haur Pancuh No.Kel, Lebakgede",-6.893153199999999,107.6192808,OPERATIONAL,5.0,42,"school, health, point_of_interest, establishment",,Lebak Gede
Poltek Pajajaran,"Jalan Dipati Ukur No.68e, RW.02, Lebakgede",-6.8907492,107.6172184,OPERATIONAL,5.0,1,"university, school, point_of_interest, establishment",,Lebak Gede
Dehakidz (Darul hikam Daycare and Learning Center),"Jalan Tengku Angkasa No.33, Lebakgede",-6.890777099999998,107.6157866,OPERATIONAL,4.3,9,"school, point_of_interest, establishment",,Lebak Gede
Student Memory Course Bandung,"Jalan Ir. H. Juanda No.84, Lebakgede",-6.896821099999999,107.6130977,OPERATIONAL,5.0,1,"school, point_of_interest, establishment",,Lebak Gede
Edu Global High School,"Jalan Ir. H. Juanda No.82, Lebakgede",-6.896805099999999,107.613041,OPERATIONAL,4.8,203,"school, point_of_interest, establishment",,Lebak Gede
SMA Negeri 1 Bandung,"Jalan Ir. H. Juanda No.93, Lebak Siliwangi",-6.895262900000001,107.6126328,OPERATIONAL,4.8,567,"point_of_interest, school, establishment",,Lebak Siliwangi
West Campus Center ITB,"4J56+F2W, Lebak Siliwangi",-6.8912625,107.6100761,OPERATIONAL,4.7,18,"school, point_of_interest, establishment",,Lebak Siliwangi
SEEI ITB: School of Electrical Engineering and Informatics ITB,"Gedung Achmad Bakrie, Labtek VIII Jalan Ganesa No.10, Lebak Siliwangi",-6.890618099999998,107.6109925,OPERATIONAL,4.9,103,"point_of_interest, school, establishment",,Lebak Siliwangi
Magister Sistem dan Teknik Jalan Raya ITB,"Jalan Ganesa No.10, Lebak Siliwangi",-6.8921761,107.6092527,OPERATIONAL,4.0,2,"school, point_of_interest, establishment",,Lebak Siliwangi
College Building ITB 9009,"4J56+59Q, Lebak Siliwangi",-6.892032400000001,107.6109919,OPERATIONAL,5.0,2,"school, point_of_interest, establishment",,Lebak Siliwangi
"SAPPD ITB: School of Architecture, Planning, and Policy Development ITB","4J56+9GP, Jalan B, Lebak Siliwangi",-6.8915411,107.611326,OPERATIONAL,4.9,70,"point_of_interest, school, establishment",,Lebak Siliwangi
School of Life Sciences and Technology ITB,"Sekolah Ilmu dan Teknologi Hayati â ITB, Labtek XI, Jalan Ganeca No.10, Lebak Siliwangi",-6.889557300000001,107.6095188,OPERATIONAL,4.8,72,"point_of_interest, school, establishment",,Lebak Siliwangi
Sekretariat HMME Atmosphaira ITB,"4J65+7Q9, Lebak Siliwangi",-6.8893282,107.6094861,OPERATIONAL,5.0,10,"school, point_of_interest, establishment",,Lebak Siliwangi
Ikatan Mahasiswa Geodesi ITB,"Jalan I ITB, Lebak Siliwangi",-6.8913371,107.6123203,OPERATIONAL,5.0,34,"school, point_of_interest, establishment",,Lebak Siliwangi
Fakultas Teknik Pertambangan dan Perminyakan ITB,"4J67+H2F, Jalan H ITB, Lebak Siliwangi",-6.888565300000001,107.6125621,OPERATIONAL,4.9,10,"school, point_of_interest, establishment",,Lebak Siliwangi
Villa Merah (BPUDL ITB),"Jalan Tamansari No.78, Lebak Siliwangi",-6.8945718,107.6088728,OPERATIONAL,4.7,7,"school, point_of_interest, establishment",,Lebak Siliwangi
Bunda Ganesa,"Jalan Gelap Nyawang No.2, Lebak Siliwangi",-6.894623600000001,107.6112711,OPERATIONAL,5.0,23,"point_of_interest, school, establishment",,Lebak Siliwangi
